user_id,gender,daily_screen_time_hours,addiction_risk_level
22785,Female,6.26,Low
2831,Male,4.26,Low
14412,Female,12.12,Low
22795,Other,11.55,Low
5585,Female,8.77,Low
23006,Female,3.11,Low
17967,Male,4.83,Low
20682,Male,6.85,Low
15664,Other,5.92,Low
14828,Male,5.13,Low
17933,Female,5.26,Low
6253,Male,6.27,Low
18933,Male,8.1,Low
7590,Male,1.37,Low
9146,Male,7.11,Low
21191,Female,6.17,Low
15391,Other,6.01,Low
23189,Male,8.35,Low
22955,Other,6.51,Low
6561,Male,3.81,Low
20334,Other,3.53,Low
9199,Other,13.17,Low
1403,Female,4.6,Low
13686,Male,3.44,Low
3452,Other,7.81,Low
11314,Other,8.8,Low
16569,Female,8.34,Low
498,Other,11.41,Low
9114,Female,6.33,Low
14601,Male,3.9,Low
7497,Female,3.07,Low
733,Female,7.37,Low
13092,Male,5.51,Low
7059,Other,5.74,Low
2177,Other,2.73,Low
22096,Female,2.37,Low
14636,Female,2.93,Low
19890,Other,6.81,Low
14757,Female,6.93,Low
24782,Other,6.72,Low
13048,Female,5.14,Low
18311,Male,6.24,Low
23968,Male,6.41,Low
1192,Female,8.91,Low
2699,Female,7.3,Low
3486,Other,5.37,Low
24127,Female,6.23,Low
6344,Female,5.93,Low
5856,Female,6.32,Low
3668,Female,8.41,Low
7090,Other,3.3,Low
20395,Other,5.95,Low
7821,Other,10.16,Low
12273,Other,6.44,Low
11763,Other,6.48,Low
108,Other,10.31,Low
13533,Male,8.7,Low
22664,Male,5.62,Low
16987,Male,6.05,Low
7555,Other,6.62,Low
3540,Female,5.04,Low
10337,Male,6.16,Low
721,Other,6.72,Low
22919,Male,7.03,Low
11959,Male,8.13,Low
15026,Male,6.99,Low
378,Other,5.23,Low
24684,Other,2.2,Low
3191,Female,5.03,Low
5941,Other,4.98,Low
108,Other,6.61,Low
24342,Female,4.07,Low
17548,Male,4.41,Low
3017,Female,6.02,Low
2413,Female,5.44,Low
1444,Other,4.82,Low
2797,Other,4.64,Low
1548,Other,6.34,Low
11892,Male,6.16,Low
18480,Female,5.13,Low
23198,Female,8.29,Low
24129,Female,9.13,Low
4137,Other,10.27,Low
21344,Other,8.44,Low
7554,Male,6.81,Low
11455,Female,5.4,Low
24437,Male,1.57,Low
8344,Male,7.55,Low
3844,Male,4.46,Low
21568,Female,6.94,Low
14555,Male,7.57,Low
19626,Female,6.23,Low
18782,Other,4.04,Low
24664,Female,7.97,Low
19015,Female,6.28,Low
5558,Other,4.37,Low
13013,Female,9.89,Low
19411,Other,4.38,Low
20136,Male,7.56,Low
18280,Male,3.59,Low
20206,Female,3.31,Low
18034,Other,2.63,Low
5219,Female,6.0,Low
10691,Other,9.78,Low
11924,Other,6.32,Low
3735,Other,7.36,Low
15270,Male,5.76,Low
22331,Other,7.38,Low
10494,Other,3.85,Low
479,Female,10.89,Low
8245,Other,4.64,Low
22949,Male,3.86,Low
3268,Other,4.94,Low
6227,Female,9.17,Low
15711,Other,4.86,Low
20980,Female,5.67,Low
1606,Female,5.43,Low
23942,Male,2.9,Low
9332,Female,5.95,Low
23527,Other,3.84,Low
287,Male,7.55,Low
10677,Male,7.67,Low
5520,Other,7.82,Low
17242,Other,6.57,Low
11622,Female,5.3,Low
23589,Female,3.98,Low
1681,Other,6.83,Low
16890,Female,5.51,Low
9818,Female,6.03,Low
12793,Other,5.51,Low
19117,Male,6.9,Low
3073,Male,2.75,Low
17484,Male,1.22,Low
16182,Other,5.81,Low
8831,Other,5.99,Low
8185,Male,6.61,Low
19413,Female,2.07,Low
6890,Other,9.31,Low
13016,Other,4.22,Low
20909,Other,5.32,Low
22664,Male,6.53,Low
14532,Male,9.32,Low
21748,Female,6.69,Low
2346,Other,2.78,Low
19628,Female,3.46,Low
9435,Male,2.95,Low
24327,Other,6.21,Low
5114,Male,6.01,Low
9990,Other,6.02,Low
22074,Other,8.94,Low
5464,Other,3.48,Low
541,Other,5.92,Low
3109,Other,0.5,Low
12575,Male,4.87,Low
21011,Other,7.71,Low
21800,Male,6.76,Low
5397,Male,5.79,Low
15035,Female,1.64,Low
677,Other,6.48,Low
22142,Other,4.93,Low
7149,Female,5.66,Low
6214,Female,7.31,Low
6763,Male,1.05,Low
15352,Male,7.56,Low
2062,Female,5.71,Low
6858,Male,3.66,Low
10283,Female,6.0,Low
7675,Male,5.36,Low
18435,Female,2.7,Low
12969,Male,8.71,Low
12296,Female,4.47,Low
13040,Other,7.0,Low
14929,Other,7.35,Low
24604,Other,4.97,Low
12577,Male,8.28,Low
11770,Female,8.38,Low
5587,Female,5.02,Low
12180,Other,4.02,Low
14184,Male,9.73,Low
23099,Male,9.45,Low
17595,Female,6.61,Low
762,Male,4.3,Low
23006,Other,5.06,Low
14799,Other,5.24,Low
8293,Other,5.7,Low
17321,Male,8.07,Low
13214,Female,5.86,Low
3688,Other,6.42,Low
12657,Other,7.12,Low
24510,Other,3.6,Low
15406,Male,3.48,Low
18870,Other,6.28,Low
24721,Other,7.29,Low
7678,Female,7.22,Low
1934,Male,4.69,Low
1149,Other,1.85,Low
19106,Other,3.79,Low
12767,Other,4.62,Low
18421,Other,6.71,Low
15189,Female,4.54,Low
21030,Male,6.09,Low
15877,Other,4.53,Low
9951,Other,6.69,Low
2360,Male,5.01,Low
14241,Male,5.56,Low
13843,Other,6.69,Low
13639,Other,6.18,Low
13057,Male,11.88,Low
2382,Other,4.56,Low
8118,Male,5.32,Low
23992,Other,4.57,Low
19724,Female,4.22,Low
18067,Female,5.28,Low
24030,Female,2.61,Low
22254,Female,9.53,Low
1945,Male,8.61,Low
20999,Female,3.26,Low
17359,Male,1.85,Low
11928,Female,7.29,Low
6244,Female,10.01,Low
8934,Other,6.44,Low
1696,Other,11.18,Low
22904,Other,3.68,Low
21899,Male,4.25,Low
297,Other,3.78,Low
16244,Female,2.19,Low
14153,Male,7.02,Low
19771,Other,5.71,Low
10345,Male,8.3,Low
5861,Other,8.27,Low
1516,Female,5.23,Low
2188,Other,8.46,Low
2059,Female,4.73,Low
21796,Other,1.63,Low
17337,Male,4.5,Low
8551,Female,5.28,Low
15001,Female,8.93,Low
20695,Male,6.56,Low
4622,Female,3.66,Low
8436,Male,11.14,Low
18388,Male,6.4,Low
5011,Female,4.32,Low
17458,Male,8.12,Low
23698,Male,6.24,Low
20027,Other,6.39,Low
3550,Female,4.79,Low
14674,Female,7.26,Low
22995,Other,8.67,Low
13723,Male,1.45,Low
21206,Male,4.07,Low
4721,Female,7.24,Low
16731,Female,6.81,Low
9719,Other,5.74,Low
16,Female,6.27,Low
12345,Female,10.66,Low
17733,Male,6.25,Low
8681,Other,5.23,Low
1943,Other,4.23,Low
16410,Female,8.47,Low
12897,Male,6.1,Low
3883,Female,4.96,Low
7537,Male,6.63,Low
22507,Male,7.39,Low
9904,Female,5.31,Low
6516,Other,6.4,Low
3220,Male,2.91,Low
50,Male,6.38,Low
17671,Female,6.39,Low
12947,Male,5.66,Low
24131,Male,5.17,Low
10204,Female,5.57,Low
16022,Female,6.5,Low
10595,Male,7.92,Low
13228,Male,6.78,Low
21474,Other,5.48,Low
22799,Male,6.07,Low
9117,Female,3.58,Low
16414,Female,9.55,Low
24243,Female,11.62,Low
22859,Male,7.03,Low
11480,Female,8.3,Low
20127,Female,5.48,Low
15698,Female,2.14,Low
17411,Other,6.49,Low
8747,Male,7.64,Low
10376,Female,9.37,Low
16686,Other,5.86,Low
7850,Male,6.88,Low
5162,Other,8.32,Low
1621,Other,4.39,Low
15011,Other,8.15,Low
21225,Female,5.37,Low
24346,Male,7.64,Low
12772,Female,1.51,Low
18684,Female,6.57,Low
601,Male,8.18,Low
20631,Male,5.85,Low
3311,Other,6.46,Low
5034,Male,5.96,Low
4196,Other,5.1,Low
1152,Male,6.32,Low
17314,Other,0.6,Low
3841,Female,4.53,Low
13961,Female,0.5,Low
2444,Female,5.72,Low
12234,Male,9.43,Low
5402,Other,4.17,Low
224,Female,6.85,Low
8239,Other,4.34,Low
2148,Female,4.29,Low
23959,Male,6.66,Low
14420,Male,7.16,Low
14764,Other,6.65,Low
23016,Female,4.18,Low
649,Female,7.43,Low
21913,Female,4.2,Low
22205,Female,7.01,Low
18568,Female,7.06,Low
19793,Female,8.44,Low
7800,Male,7.67,Low
4452,Male,9.56,Low
20991,Male,7.93,Low
14535,Other,5.1,Low
1924,Male,7.67,Low
6766,Male,9.32,Low
4397,Female,4.26,Low
1379,Male,6.57,Low
2782,Male,6.91,Low
20432,Other,8.37,Low
11825,Male,5.23,Low
19545,Other,7.58,Low
20471,Female,5.28,Low
7918,Female,8.12,Low
7430,Other,6.68,Low
259,Other,4.3,Low
18576,Other,5.35,Low
1628,Male,5.43,Low
9396,Other,3.27,Low
19045,Female,4.77,Low
13251,Male,8.25,Low
22780,Male,10.85,Low
19439,Female,7.66,Low
15028,Other,4.1,Low
1686,Other,2.07,Low
9294,Other,9.21,Low
17358,Other,6.18,Low
12369,Other,8.17,Low
10819,Other,5.91,Low
20932,Male,2.55,Low
9425,Male,6.64,Low
1336,Male,4.54,Low
18232,Female,5.82,Low
18213,Female,5.63,Low
24961,Other,5.44,Low
1243,Other,5.02,Low
20934,Female,6.56,Low
7382,Female,7.3,Low
24355,Female,4.98,Low
9401,Other,6.98,Low
142,Female,6.17,Low
24922,Other,7.29,Low
22934,Female,7.17,Low
4550,Other,7.45,Low
24840,Male,3.68,Low
17786,Female,7.33,Low
15628,Female,7.02,Low
11644,Female,3.87,Low
2852,Female,3.94,Low
1639,Female,4.81,Low
421,Other,2.19,Low
23630,Male,4.61,Low
4727,Other,5.5,Low
2344,Male,4.16,Low
10407,Female,8.19,Low
19222,Female,4.85,Low
266,Male,6.2,Low
20372,Other,6.28,Low
15337,Other,6.77,Low
14546,Other,3.55,Low
8233,Female,6.59,Low
7249,Female,5.78,Low
8450,Female,4.61,Low
9436,Female,4.21,Low
3839,Male,4.81,Low
16385,Female,7.0,Low
12019,Female,7.51,Low
12218,Other,6.77,Low
21022,Male,7.03,Low
1073,Male,8.38,Low
6767,Other,6.6,Low
3315,Male,6.63,Low
7262,Other,5.68,Low
8798,Male,5.1,Low
23597,Female,7.42,Low
11482,Other,6.18,Low
14211,Female,6.64,Low
15663,Female,5.89,Low
7479,Male,6.65,Low
6444,Other,2.97,Low
10856,Female,3.72,Low
3682,Male,6.4,Low
12363,Other,6.31,Low
19802,Female,4.62,Low
21094,Female,4.95,Low
12897,Male,8.97,Low
11170,Other,5.74,Low
1601,Other,5.55,Low
19539,Other,2.18,Low
23615,Other,6.26,Low
731,Male,8.1,Low
5840,Female,4.89,Low
5088,Female,7.66,Low
24333,Male,9.45,Low
11091,Other,6.84,Low
12511,Other,6.35,Low
4395,Other,5.88,Low
21460,Male,6.73,Low
7704,Male,5.17,Low
10174,Other,3.18,Low
22717,Female,4.37,Low
22897,Female,4.83,Low
2382,Female,3.31,Low
1877,Other,2.61,Low
18403,Male,6.36,Low
14728,Male,3.57,Low
437,Other,7.05,Low
16240,Other,5.9,Low
7832,Male,6.31,Low
5098,Male,6.07,Low
7368,Other,3.93,Low
21602,Female,2.87,Low
10937,Female,5.76,Low
3741,Other,6.25,Low
9839,Male,6.61,Low
13044,Male,5.64,Low
13025,Female,5.44,Low
11417,Other,6.61,Low
8243,Other,4.94,Low
17154,Female,5.91,Low
21033,Other,5.9,Low
24087,Other,7.04,Low
18011,Female,4.64,Low
3459,Female,9.56,Low
6987,Other,7.3,Low
24438,Female,5.98,Low
5972,Female,2.65,Low
1089,Male,4.22,Low
1962,Male,5.0,Low
24126,Other,6.13,Low
14137,Male,9.0,Low
20039,Other,5.93,Low
5522,Female,4.69,Low
8599,Male,5.9,Low
9948,Female,7.12,Low
20063,Female,7.58,Low
13113,Female,2.39,Low
24509,Female,9.08,Low
11902,Male,9.15,Low
12104,Female,7.76,Low
103,Male,7.47,Low
15147,Other,9.23,Low
1830,Female,7.69,Low
20675,Male,4.1,Low
15036,Male,7.74,Low
10411,Female,7.28,Low
17763,Male,4.07,Low
16062,Male,11.37,Low
20183,Male,7.72,Low
17232,Female,3.74,Low
3691,Male,10.32,Low
18300,Female,5.15,Low
6646,Female,6.87,Low
12665,Female,5.21,Low
13753,Other,10.28,Low
9662,Male,6.23,Low
12531,Other,6.21,Low
14988,Male,6.63,Low
4393,Female,1.19,Low
7352,Male,1.66,Low
18120,Female,8.78,Low
9103,Other,4.95,Low
2768,Female,3.92,Low
12629,Male,2.77,Low
24084,Female,6.27,Low
8771,Female,4.15,Low
23825,Female,3.0,Low
22736,Female,5.39,Low
6449,Male,6.19,Low
21266,Female,4.66,Low
17652,Other,4.5,Low
5196,Male,3.52,Low
1553,Male,4.17,Low
23803,Male,5.6,Low
1045,Other,3.69,Low
19222,Female,6.88,Low
9356,Female,8.01,Low
3493,Female,9.23,Low
12779,Other,4.82,Low
8467,Other,5.04,Low
9713,Other,5.61,Low
22432,Male,3.59,Low
8801,Female,6.6,Low
10781,Female,2.77,Low
12780,Other,5.91,Low
22441,Male,4.53,Low
705,Male,4.16,Low
1666,Other,5.17,Low
4983,Female,4.19,Low
8400,Other,3.44,Low
9531,Male,2.4,Low
20589,Female,6.52,Low
6325,Male,9.96,Low
12313,Male,6.34,Low
8480,Male,6.62,Low
21688,Male,2.47,Low
9162,Male,4.88,Low
17943,Male,6.35,Low
17716,Male,9.14,Low
6091,Female,8.73,Low
4224,Male,6.14,Low
15895,Other,11.02,Low
4376,Female,5.47,Low
17845,Other,4.79,Low
21678,Female,4.87,Low
21434,Other,5.86,Low
20561,Other,5.49,Low
3165,Female,7.64,Low
9602,Other,3.89,Low
18923,Male,3.84,Low
3118,Male,7.37,Low
22109,Other,2.23,Low
22431,Other,8.28,Low
9486,Other,4.73,Low
11395,Female,6.48,Low
23882,Other,2.2,Low
2792,Male,6.12,Low
5641,Female,4.89,Low
1171,Male,6.09,Low
16372,Female,8.25,Low
20130,Other,4.27,Low
14496,Other,5.65,Low
23095,Other,6.36,Low
21622,Other,3.16,Low
9565,Other,7.22,Low
20326,Male,4.6,Low
5589,Male,5.94,Low
6779,Female,5.45,Low
20386,Male,3.45,Low
18356,Other,3.17,Low
3858,Female,6.27,Low
17693,Other,5.74,Low
3450,Other,5.77,Low
23540,Male,7.92,Low
13794,Male,8.3,Low
6560,Other,2.22,Low
2760,Female,2.25,Low
23050,Male,4.29,Low
12549,Female,4.16,Low
2515,Male,8.26,Low
23169,Male,7.72,Low
20740,Female,0.5,Low
1666,Female,2.61,Low
21961,Other,5.27,Low
24843,Male,11.56,Low
24175,Female,1.85,Low
10750,Male,7.52,Low
7065,Male,8.41,Low
14270,Female,6.07,Low
6323,Female,9.27,Low
133,Other,3.81,Low
18632,Other,5.9,Low
16473,Other,4.5,Low
20522,Male,2.84,Low
22812,Male,6.05,Low
4527,Male,4.75,Low
17485,Other,6.43,Low
9771,Male,6.09,Low
24620,Male,5.7,Low
20984,Male,7.43,Low
15524,Female,10.41,Low
7041,Male,7.0,Low
4020,Female,6.92,Low
20407,Female,7.07,Low
1537,Female,7.74,Low
10009,Other,8.43,Low
5969,Male,4.88,Low
12980,Male,7.86,Low
6316,Male,3.59,Low
1262,Male,8.72,Low
1805,Other,6.8,Low
2278,Female,6.99,Low
5970,Other,5.6,Low
284,Male,5.03,Low
13116,Male,7.21,Low
18776,Other,5.6,Low
19023,Other,5.55,Low
3509,Male,2.08,Low
19577,Other,6.68,Low
16396,Other,6.61,Low
18355,Other,2.34,Low
18308,Male,5.6,Low
19997,Male,7.62,Low
13092,Male,5.7,Low
5860,Other,6.07,Low
23327,Female,5.36,Low
18865,Male,6.93,Low
8439,Female,4.8,Low
18861,Other,3.97,Low
9197,Female,7.15,Low
16186,Male,7.0,Low
17798,Male,5.89,Low
10520,Other,5.26,Low
23326,Female,6.62,Low
11447,Other,6.0,Low
3907,Male,3.35,Low
268,Female,8.15,Low
13952,Other,4.11,Low
10912,Female,8.07,Low
9145,Female,9.06,Low
19849,Other,7.78,Low
20467,Male,6.32,Low
8426,Other,4.45,Low
880,Female,5.94,Low
7590,Male,7.23,Low
14822,Other,5.55,Low
10474,Female,5.25,Low
1235,Male,7.31,Low
9706,Other,4.12,Low
23816,Male,6.65,Low
18805,Male,5.86,Low
5597,Other,4.0,Low
1587,Male,7.01,Low
12913,Female,6.86,Low
16050,Other,4.58,Low
6693,Female,7.28,Low
6868,Other,7.79,Low
21407,Female,5.52,Low
14347,Male,6.55,Low
6722,Other,8.6,Low
7735,Male,6.65,Low
14519,Female,6.06,Low
20153,Female,8.0,Low
21122,Male,4.46,Low
2667,Other,9.85,Low
1783,Female,9.81,Low
23070,Male,9.9,Low
6048,Female,3.93,Low
1018,Male,4.78,Low
12677,Male,2.59,Low
9698,Male,7.3,Low
16279,Male,6.07,Low
15735,Other,7.36,Low
20994,Male,7.3,Low
7010,Male,7.87,Low
16661,Other,10.81,Low
12885,Male,1.47,Low
7796,Other,6.85,Low
11036,Other,6.66,Low
3042,Female,4.82,Low
3634,Female,5.71,Low
5399,Female,4.78,Low
9341,Other,5.53,Low
754,Other,5.73,Low
9051,Female,7.4,Low
7040,Other,7.5,Low
11483,Other,6.15,Low
21695,Other,9.63,Low
7257,Other,5.08,Low
3995,Female,2.98,Low
2882,Other,4.47,Low
9732,Male,2.75,Low
13643,Male,2.94,Low
3366,Male,6.76,Low
23835,Female,6.69,Low
23790,Other,6.63,Low
7944,Other,7.38,Low
4486,Male,4.5,Low
12367,Other,6.23,Low
7061,Other,6.16,Low
15033,Male,5.56,Low
15346,Other,9.03,Low
6391,Other,7.24,Low
23924,Other,6.85,Low
10429,Male,4.19,Low
11955,Male,8.8,Low
12611,Other,6.37,Low
2957,Female,3.3,Low
4800,Male,3.96,Low
6652,Female,6.23,Low
6130,Female,8.25,Low
2448,Female,5.9,Low
18926,Other,6.8,Low
13019,Other,4.86,Low
14660,Other,1.36,Low
13616,Other,6.81,Low
22821,Female,3.49,Low
8525,Male,7.54,Low
17541,Female,8.46,Low
24074,Male,6.52,Low
21597,Other,6.33,Low
12937,Other,4.93,Low
21863,Male,7.62,Low
16144,Male,7.11,Low
4163,Other,4.26,Low
1091,Female,6.52,Low
19653,Male,4.42,Low
15639,Male,4.21,Low
23219,Female,6.88,Low
11906,Other,4.36,Low
165,Other,4.65,Low
508,Other,7.57,Low
24069,Other,8.57,Low
23917,Male,6.61,Low
15614,Female,3.79,Low
11319,Other,7.14,Low
14341,Male,3.48,Low
7909,Other,3.77,Low
15383,Male,7.52,Low
3416,Other,5.5,Low
24342,Female,7.71,Low
9353,Female,4.7,Low
1859,Female,6.04,Low
24066,Male,8.14,Low
22303,Other,7.14,Low
4361,Other,7.05,Low
15770,Male,4.32,Low
10748,Female,10.04,Low
7520,Other,6.65,Low
2438,Female,3.0,Low
23733,Other,8.06,Low
5025,Other,6.79,Low
3359,Male,6.82,Low
7848,Male,1.01,Low
2898,Female,4.4,Low
634,Female,7.01,Low
23587,Female,7.89,Low
21477,Other,4.35,Low
20833,Male,5.59,Low
9339,Female,4.52,Low
22931,Other,9.61,Low
16228,Female,6.99,Low
19692,Other,5.41,Low
24580,Male,8.87,Low
11256,Female,4.13,Low
20516,Other,4.95,Low
12752,Other,9.06,Low
96,Other,3.79,Low
21066,Male,4.21,Low
1993,Other,5.24,Low
11405,Female,7.64,Low
10211,Other,6.39,Low
24955,Male,5.83,Low
9529,Other,5.53,Low
10737,Female,3.12,Low
18672,Female,6.71,Low
4820,Other,5.29,Low
14673,Male,5.11,Low
19354,Other,9.94,Low
2895,Male,5.99,Low
20355,Female,2.55,Low
16846,Male,4.59,Low
17781,Female,7.36,Low
6798,Other,3.58,Low
20703,Male,7.17,Low
2158,Female,4.97,Low
19065,Male,5.47,Low
11842,Other,6.21,Low
22023,Female,8.32,Low
21056,Other,5.7,Low
17175,Other,3.3,Low
21275,Male,5.6,Low
876,Male,7.39,Low
780,Other,4.43,Low
20987,Female,5.73,Low
2815,Other,6.41,Low
4002,Female,2.44,Low
14928,Female,8.2,Low
5515,Other,5.73,Low
17887,Male,5.27,Low
24164,Other,3.13,Low
24623,Other,4.14,Low
22258,Female,6.29,Low
14430,Other,6.28,Low
24313,Male,5.32,Low
1962,Male,3.09,Low
24066,Other,6.05,Low
10042,Other,5.94,Low
24294,Other,3.46,Low
9786,Male,4.25,Low
24352,Female,5.73,Low
9899,Male,7.75,Low
23251,Female,2.82,Low
13777,Female,6.4,Low
3714,Female,3.53,Low
123,Other,4.06,Low
913,Male,8.14,Low
3828,Female,5.04,Low
17098,Male,9.9,Low
9654,Female,5.32,Low
24000,Female,7.61,Low
24224,Other,3.78,Low
22544,Male,7.37,Low
9410,Other,8.44,Low
13280,Male,7.4,Low
10137,Female,5.57,Low
5873,Male,6.69,Low
16413,Male,5.79,Low
18851,Female,7.51,Low
3320,Male,3.4,Low
11212,Female,6.37,Low
5251,Male,6.87,Low
6238,Male,3.74,Low
22480,Female,5.24,Low
166,Female,9.4,Low
2018,Female,5.1,Low
5653,Other,2.44,Low
8319,Female,6.37,Low
3117,Male,6.32,Low
7340,Male,7.59,Low
1753,Female,4.26,Low
12498,Other,7.97,Low
17930,Other,3.66,Low
17110,Male,5.9,Low
971,Female,2.07,Low
15639,Male,5.56,Low
12153,Female,8.63,Low
12549,Male,8.54,Low
5320,Female,6.65,Low
24267,Male,2.37,Low
21280,Other,5.05,Low
24669,Female,5.93,Low
16078,Female,3.78,Low
4301,Female,6.89,Low
11382,Other,8.37,Low
15703,Female,7.25,Low
7817,Other,5.27,Low
3917,Female,4.13,Low
539,Other,5.3,Low
6902,Male,5.51,Low
3673,Other,2.63,Low
16044,Other,8.84,Low
1721,Female,8.05,Low
1241,Male,6.47,Low
1111,Male,4.47,Low
22008,Other,4.96,Low
2935,Female,5.42,Low
12280,Female,5.05,Low
11489,Other,9.8,Low
16841,Female,8.94,Low
14142,Female,4.36,Low
6334,Other,3.7,Low
13346,Female,3.29,Low
1463,Other,3.25,Low
18268,Male,3.33,Low
2699,Female,6.99,Low
6657,Other,5.71,Low
13452,Male,3.2,Low
2085,Male,5.38,Low
14916,Other,1.68,Low
7795,Other,7.9,Low
13200,Other,6.6,Low
16958,Other,6.45,Low
4755,Female,3.96,Low
4253,Other,8.6,Low
2333,Female,4.61,Low
9154,Female,9.31,Low
17097,Other,9.58,Low
17422,Female,4.51,Low
23203,Other,3.56,Low
14116,Male,6.67,Low
805,Female,5.04,Low
10087,Female,6.4,Low
9510,Male,8.99,Low
5535,Other,5.41,Low
4449,Other,6.18,Low
15383,Other,8.02,Low
12192,Other,8.63,Low
5334,Female,5.86,Low
17501,Other,5.97,Low
5380,Other,3.36,Low
16327,Male,7.53,Low
23272,Male,10.62,Low
1879,Other,4.96,Low
15442,Other,3.45,Low
17739,Female,2.6,Low
4906,Other,6.82,Low
898,Other,5.26,Low
16085,Male,5.91,Low
16649,Male,2.71,Low
24312,Female,9.63,Low
3166,Male,7.66,Low
8842,Female,5.35,Low
17331,Other,5.09,Low
12343,Other,6.66,Low
9160,Other,6.23,Low
14954,Male,7.69,Low
2787,Male,2.55,Low
3554,Female,5.5,Low
742,Other,5.03,Low
3425,Other,7.81,Low
12670,Other,6.9,Low
23152,Male,4.54,Low
8319,Other,5.32,Low
11499,Other,5.32,Low
748,Female,8.19,Low
14003,Female,3.84,Low
9676,Female,5.01,Low
4146,Other,5.77,Low
715,Other,4.86,Low
19690,Female,4.77,Low
12474,Female,10.64,Low
1149,Female,5.31,Low
14116,Male,6.65,Low
5880,Other,5.67,Low
19386,Male,5.15,Low
24639,Other,7.06,Low
24470,Female,5.17,Low
6511,Male,4.84,Low
19627,Other,7.17,Low
16125,Male,5.75,Low
16468,Male,6.0,Low
7736,Male,3.91,Low
21087,Female,5.33,Low
3239,Female,3.48,Low
20508,Other,10.62,Low
7459,Other,4.83,Low
3016,Male,5.8,Low
1024,Male,6.85,Low
23693,Male,10.67,Low
9837,Other,6.68,Low
17826,Female,5.99,Low
7203,Other,7.58,Low
24513,Male,10.75,Low
22935,Other,6.25,Low
1028,Male,6.29,Low
9716,Female,9.61,Low
3977,Male,5.11,Low
7744,Female,7.45,Low
16982,Male,6.8,Low
17460,Female,2.47,Low
20699,Male,4.29,Low
7386,Female,4.08,Low
8903,Female,5.63,Low
12673,Female,6.82,Low
13797,Male,7.44,Low
2802,Female,6.99,Low
6431,Female,4.17,Low
21626,Male,6.41,Low
18574,Male,5.98,Low
13899,Other,8.48,Low
7652,Male,5.57,Low
15658,Other,4.24,Low
5215,Male,5.49,Low
15532,Other,3.99,Low
6030,Female,8.66,Low
18952,Male,2.82,Low
14198,Male,8.82,Low
2107,Male,5.04,Low
442,Other,5.41,Low
23209,Male,6.47,Low
6106,Male,3.02,Low
6502,Female,2.62,Low
41,Other,6.42,Low
7152,Other,5.68,Low
16764,Male,3.61,Low
23787,Male,7.64,Low
2553,Female,5.38,Low
11613,Male,5.68,Low
1846,Other,5.08,Low
3831,Male,3.5,Low
12356,Male,4.32,Low
13820,Female,6.88,Low
3583,Male,4.43,Low
780,Female,7.23,Low
251,Other,6.13,Low
21734,Male,5.14,Low
22034,Male,6.36,Low
2484,Other,7.29,Low
10596,Male,4.0,Low
8054,Male,10.9,Low
6662,Other,3.98,Low
8792,Other,8.54,Low
2313,Female,8.37,Low
9624,Male,4.82,Low
4053,Other,8.62,Low
21080,Female,5.89,Low
12418,Other,7.01,Low
2580,Other,4.65,Low
7560,Female,4.31,Low
21706,Female,6.2,Low
9364,Female,5.36,Low
7928,Male,8.07,Low
6784,Male,10.02,Low
23465,Male,3.43,Low
7382,Male,8.0,Low
3575,Male,3.51,Low
18890,Male,6.05,Low
19393,Other,2.39,Low
9988,Male,5.63,Low
14063,Female,5.7,Low
11993,Male,5.87,Low
12001,Female,4.4,Low
22299,Male,9.71,Low
11198,Other,3.74,Low
7780,Female,7.3,Low
18232,Female,6.08,Low
16498,Female,6.36,Low
7000,Other,3.83,Low
2857,Female,7.49,Low
18225,Other,7.91,Low
4019,Other,3.43,Low
23204,Male,3.08,Low
18106,Female,8.03,Low
13994,Male,3.58,Low
14484,Female,6.12,Low
22513,Female,7.53,Low
2475,Female,6.27,Low
17294,Other,4.42,Low
9197,Male,5.77,Low
19765,Other,5.76,Low
22064,Other,5.98,Low
16182,Other,6.55,Low
12853,Female,8.7,Low
7538,Other,5.22,Low
6562,Female,5.63,Low
22499,Male,3.58,Low
13325,Female,9.03,Low
1212,Male,6.53,Low
20233,Other,2.6,Low
14382,Other,8.71,Low
9861,Female,5.37,Low
7797,Other,4.54,Low
4164,Female,5.91,Low
13744,Male,3.17,Low
24631,Other,7.26,Low
15580,Male,4.07,Low
18202,Other,3.49,Low
9602,Other,5.84,Low
17743,Other,2.47,Low
4593,Female,1.55,Low
18835,Female,5.31,Low
23374,Other,6.01,Low
7133,Other,4.33,Low
2610,Female,4.4,Low
13587,Other,4.81,Low
22748,Male,4.64,Low
21361,Male,1.99,Low
19194,Other,3.13,Low
11975,Male,3.03,Low
11041,Female,6.0,Low
12272,Other,6.96,Low
9526,Female,7.93,Low
21440,Other,6.43,Low
19087,Female,6.94,Low
28,Other,7.15,Low
3799,Female,4.99,Low
19992,Female,7.91,Low
5950,Female,5.58,Low
7548,Male,5.84,Low
13728,Other,4.65,Low
8506,Male,6.11,Low
7643,Female,6.39,Low
9816,Other,4.92,Low
15957,Female,7.01,Low
24522,Female,6.17,Low
14415,Male,0.5,Low
2710,Female,5.45,Low
6512,Other,4.61,Low
17615,Other,6.79,Low
9924,Male,5.42,Low
15034,Other,4.1,Low
1701,Male,7.33,Low
13446,Male,6.18,Low
3940,Female,5.8,Low
6058,Male,4.01,Low
9005,Male,5.78,Low
23607,Male,11.04,Low
11385,Other,7.12,Low
